<p>
Prime	NP	Prime
reasserted	VBN	reassert
control	NN	control
over	IN	over
the	DT	the
Netzarim	NP	<unknown>
corridor	NN	corridor
,	,	,
also	RB	also
named	VBN	name
for	IN	for
a	DT	a
former	JJ	former
settlement	NN	settlement
,	,	,
that	WDT	that
cuts	VBZ	cut
off	RP	off
the	DT	the
northern	JJ	northern
third	NN	third
of	IN	of
Gaza	NP	Gaza
,	,	,
including	VBG	include
Gaza	NP	Gaza
City	NP	City
,	,	,
from	IN	from
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
narrow	JJ	narrow
coastal	JJ	coastal
strip	NN	strip
.	SENT	.
<p>
Both	CC	both
of	IN	of
the	DT	the
existing	JJ	existing
corridors	NNS	corridor
run	VBN	run
from	IN	from
the	DT	the
Israeli	JJ	Israeli
border	NN	border
to	TO	to
the	DT	the
Mediterranean	NP	Mediterranean
Sea	NP	Sea
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
cutting	VBG	cut
up	RP	up
the	DT	the
strip	NN	strip
,	,	,
and	CC	and
we	PP	we
are	VBP	be
increasing	VBG	increase
the	DT	the
pressure	NN	pressure
step	NN	step
by	IN	by
step	NN	step
,	,	,
so	RB	so
that	IN	that
they	PP	they
will	MD	will
give	VB	give
us	PP	us
our	PP$	our
hostages	NNS	hostage
,	,	,
"	''	"
Mr	NP	Mr
Netanyahu	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
Palestinians	NNS	Palestinian
inspect	VBP	inspect
a	DT	a
UN	NP	UN
building	NN	building
after	IN	after
it	PP	it
was	VBD	be
hit	VBN	hit
by	IN	by
an	DT	an
Israeli	JJ	Israeli
strike	NN	strike
,	,	,
in	IN	in
Jabaliya	NP	<unknown>
,	,	,
northern	JJ	northern
Gaza	NP	Gaza
Strip	NP	Strip
(	(	(
Jehad	NN	jehad
Alshrafi/AP	NN	<unknown>
)	)	)
<p>
In	IN	in
northern	JJ	northern
Gaza	NP	Gaza
,	,	,
an	DT	an
Israeli	JJ	Israeli
air	NN	air
strike	NN	strike
hit	VBD	hit
a	DT	a
UN	NP	UN
building	NN	building
in	IN	in
the	DT	the
built-up	JJ	built-up
Jabaliya	NP	<unknown>
refugee	NN	refugee
camp	NN	camp
,	,	,
killing	VBG	kill
15	CD	@card@
people	NNS	people
,	,	,
including	VBG	include
nine	CD	nine
children	NNS	child
and	CC	and
two	CD	two
women	NNS	woman
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
Indonesian	JJ	Indonesian
Hospital	NN	hospital
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VBD	say
it	PP	it
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
The	DT	the
building	NN	building
,	,	,
previously	RB	previously
a	DT	a
clinic	NN	clinic
,	,	,
had	VBD	have
been	VBN	be
converted	VBN	convert
into	IN	into
a	DT	a
shelter	NN	shelter
for	IN	for
displaced	VBN	displace
people	NNS	people
,	,	,
with	IN	with
more	JJR	more
than	IN	than
700	CD	@card@
residing	VBG	reside
there	RB	there
,	,	,
according	VBG	accord
to	TO	to
Juliette	NP	Juliette
Touma	NP	Touma
,	,	,
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
the	DT	the
UN	NP	UN
agency	NN	agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
,	,	,
the	DT	the
main	JJ	main
aid	NN	aid
provider	NN	provider
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
No	DT	no
UN	NP	UN
staff	NN	staff
were	VBD	be
wounded	VBN	wound
in	IN	in
the	DT	the
strike	NN	strike
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
She	PP	she
said	VBD	say
UN	NP	UN
staff	NN	staff
warned	VBD	warn
people	NNS	people
about	IN	about
the	DT	the
dangers	NNS	danger
of	IN	of
remaining	VBG	remain
there	RB	there
after	IN	after
Wednesday	NP	Wednesday
'	POS	'
s	NN	S
strike	NN	strike
but	CC	but
that	DT	that
many	JJ	many
chose	NN	chose
to	TO	to
stay	VB	stay
,	,	,
"	''	"
simply	RB	simply
because	IN	because
they	PP	they
have	VBP	have
absolutely	RB	absolutely
nowhere	RB	nowhere
else	RB	else
to	TO	to
go	VB	go
"	''	"
.	SENT	.
<p>
More	JJR	more
than	IN	than
60	CD	@card@
%	NN	%
of	IN	of
Gaza	NP	Gaza
is	VBZ	be
now	RB	now
considered	VBN	consider
a	DT	a
"	``	"
no-go	JJ	no-go
"	''	"
zone	NN	zone
because	IN	because
of	IN	of
Israeli	JJ	Israeli
evacuation	NN	evacuation
orders	NNS	order
,	,	,
according	VBG	accord
to	TO	to
Olga	NP	Olga
Cherevko	NP	<unknown>
,	,	,
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
the	DT	the
UN	NP	UN
humanitarian	JJ	humanitarian
aid	NN	aid
office	NN	office
.	SENT	.
<p>
Hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
people	NNS	people
are	VBP	be
living	VBG	live
in	IN	in
squalid	JJ	squalid
tent	NN	tent
camps	NNS	camp
along	IN	along
the	DT	the
coast	NN	coast
or	CC	or
in	IN	in
the	DT	the
ruins	NNS	ruin
of	IN	of
their	PP$	their
destroyed	VBN	destroy
homes	NNS	home
.	SENT	.
<p>
Israeli	JJ	Israeli
defence	NN	defence
minister	NN	minister
Israel	NP	Israel
Katz	NP	Katz
had	VBD	have
earlier	RBR	earlier
said	VBD	say
Israel	NP	Israel
would	MD	would
seize	VB	seize
"	``	"
large	JJ	large
areas	NNS	area
"	''	"
and	CC	and
add	VB	add
them	PP	them
to	TO	to
its	PP$	its
security	NN	security
zones	NNS	zone
,	,	,
apparently	RB	apparently
referring	VBG	refer
to	TO	to
an	DT	an
existing	JJ	existing
buffer	NN	buffer
zone	NN	zone
along	IN	along
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
entire	JJ	entire
perimeter	NN	perimeter
.	SENT	.
<p>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Hamas	NN	<unknown>
and	CC	and
return	VB	return
all	PDT	all
the	DT	the
hostages	NNS	hostage
"	''	"
,	,	,
saying	VBG	say
"	``	"
this	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
end	VB	end
the	DT	the
war	NN	war
"	''	"
.	SENT	.
<p>
On	IN	on
Sunday	NP	Sunday
,	,	,
Mr	NP	Mr
Netanyahu	NP	<unknown>
said	VBD	say
Israel	NP	Israel
plans	VBZ	plan
to	TO	to
maintain	VB	maintain
overall	JJ	overall
security	NN	security
control	NN	control
of	IN	of
Gaza	NP	Gaza
after	IN	after
the	DT	the
war	NN	war
and	CC	and
implement	VB	implement
US	NP	US
President	NP	President
Donald	NP	Donald
Trump	NP	Trump
'	POS	'
s	JJ	<unknown>
proposal	NN	proposal
to	TO	to
resettle	VB	resettle
much	RB	much
of	IN	of
its	PP$	its
population	NN	population
elsewhere	RB	elsewhere
through	IN	through
what	WP	what
the	DT	the
Israeli	JJ	Israeli
leader	NN	leader
referred	VBD	refer
to	TO	to
as	RB	as
"	``	"
voluntary	JJ	voluntary
emigration	NN	emigration
"	''	"
.	SENT	.
<p>
Palestinians	NPS	Palestinians
have	VBP	have
rejected	VBN	reject
the	DT	the
plan	NN	plan
,	,	,
viewing	VBG	view
it	PP	it
as	IN	as
expulsion	NN	expulsion
from	IN	from
their	PP$	their
homeland	NN	homeland
after	IN	after
Israel	NP	Israel
'	POS	'
s	NN	S
offensive	NN	offensive
left	VBD	leave
much	RB	much
of	IN	of
it	PP	it
uninhabitable	JJ	uninhabitable
,	,	,
and	CC	and
human	JJ	human
rights	NNS	right
experts	NNS	expert
say	VBP	say
implementing	VBG	implement
the	DT	the
plan	NN	plan
would	MD	would
be	VB	be
likely	JJ	likely
to	TO	to
violate	VB	violate
international	JJ	international
law	NN	law
.	SENT	.
<p>
Hamas	NP	<unknown>
has	VBZ	have
said	VBN	say
it	PP	it
will	MD	will
only	RB	only
release	VB	release
the	DT	the
remaining	VBG	remain
59	CD	@card@
hostages	NNS	hostage
--	:	--
24	CD	@card@
of	IN	of
whom	WP	whom
are	VBP	be
believed	VBN	believe
to	TO	to
be	VB	be
alive	JJ	alive
--	:	--
in	IN	in
exchange	NN	exchange
for	IN	for
the	DT	the
release	NN	release
of	IN	of
more	JJR	more
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
,	,	,
a	DT	a
lasting	JJ	lasting
ceasefire	NN	ceasefire
and	CC	and
an	DT	an
Israeli	JJ	Israeli
pullout	NN	pullout
.	SENT	.
<p>
The	DT	the
group	NN	group
has	VBZ	have
rejected	VBN	reject
demands	NNS	demand
that	IN	that
it	PP	it
lay	VBD	lie
down	RP	down
its	PP$	its
arms	NNS	arm
or	CC	or
leave	VB	leave
the	DT	the
territory	NN	territory
.	SENT	.
<p>
The	DT	the
decision	NN	decision
to	TO	to
resume	VB	resume
the	DT	the
war	NN	war
has	VBZ	have
fuelled	VBN	fuel
protests	NNS	protest
in	IN	in
Israel	NP	Israel
,	,	,
where	WRB	where
many	JJ	many
fear	NN	fear
it	PP	it
has	VBZ	have
put	VBN	put
the	DT	the
hostages	NNS	hostage
at	IN	at
grave	JJ	grave
risk	NN	risk
and	CC	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
The	DT	the
Hostage	NN	hostage
Families	NNS	family
Forum	NP	Forum
,	,	,
which	WDT	which
represents	VBZ	represent
most	JJS	most
captives	NNS	captive
'	POS	'
families	NNS	family
,	,	,
said	VBD	say
they	PP	they
were	VBD	be
"	``	"
horrified	VBN	horrify
to	TO	to
wake	VB	wake
up	RP	up
this	DT	this
morning	NN	morning
to	TO	to
the	DT	the
defence	NN	defence
minister	NN	minister
'	POS	'
s	JJ	<unknown>
announcement	NN	announcement
about	IN	about
expanding	VBG	expand
military	JJ	military
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
"	''	"
.	SENT	.
<p>
The	DT	the
group	NN	group
called	VBN	call
on	IN	on
the	DT	the
Trump	NP	Trump
administration	NN	administration
,	,	,
which	WDT	which
took	VBD	take
credit	NN	credit
for	IN	for
brokering	VBG	broker
the	DT	the
ceasefire	NN	ceasefire
but	CC	but
has	VBZ	have
supported	VBN	support
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
decision	NN	decision
to	TO	to
end	VB	end
it	PP	it
,	,	,
to	TO	to
do	VB	do
everything	NN	everything
possible	JJ	possible
to	TO	to
free	VB	free
the	DT	the
remaining	VBG	remain
captives	NNS	captive
.	SENT	.
<p>
"	``	"
Our	PP$	our
highest	JJS	high
priority	NN	priority
must	MD	must
be	VB	be
an	DT	an
immediate	JJ	immediate
deal	NN	deal
to	TO	to
bring	VB	bring
ALL	DT	all
hostages	NNS	hostage
back	RB	back
home	RB	home
--	:	--
the	DT	the
living	NN	living
for	IN	for
rehabilitation	NN	rehabilitation
and	CC	and
those	DT	those
killed	VBN	kill
for	IN	for
proper	JJ	proper
burial	NN	burial
--	:	--
and	CC	and
end	VB	end
this	DT	this
war	NN	war
,	,	,
"	''	"
the	DT	the
group	NN	group
said	VBD	say
.	SENT	.
<p>
In	IN	in
addition	NN	addition
to	TO	to
the	DT	the
15	CD	@card@
killed	VBN	kill
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
,	,	,
Israeli	JJ	Israeli
air	NN	air
strikes	NNS	strike
overnight	JJ	overnight
into	IN	into
Wednesday	NP	Wednesday
killed	VBD	kill
another	DT	another
28	CD	@card@
people	NNS	people
across	IN	across
the	DT	the
territory	NN	territory
,	,	,
according	VBG	accord
to	TO	to
local	JJ	local
hospitals	NNS	hospital
.	SENT	.
<p>
The	DT	the
Nasser	NP	Nasser
Hospital	NP	Hospital
in	IN	in
the	DT	the
southern	JJ	southern
city	NN	city
of	IN	of
Khan	NP	Khan
Younis	NP	Younis
said	VBD	say
the	DT	the
dead	NN	dead
included	VBD	include
five	CD	five
women	NNS	woman
,	,	,
one	CD	one
of	IN	of
them	PP	them
pregnant	JJ	pregnant
,	,	,
and	CC	and
two	CD	two
children	NNS	child
.	SENT	.
<p>
Israel	NP	Israel
says	VBZ	say
it	PP	it
targets	VBZ	target
only	JJ	only
militants	NNS	militant
and	CC	and
makes	VBZ	make
every	DT	every
effort	NN	effort
to	TO	to
spare	JJ	spare
civilians	NNS	civilian
,	,	,
blaming	VBG	blame
Hamas	NNS	<unknown>
for	IN	for
their	PP$	their
deaths	NNS	death
because	IN	because
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
were	VBD	be
destroyed	VBN	destroy
during	IN	during
Israeli	JJ	Israeli
ground	NN	ground
and	CC	and
air	NN	air
operations	NNS	operation
in	IN	in
the	DT	the
northern	JJ	northern
Gaza	NP	Gaza
Strip	NP	Strip
(	(	(
Leo	NP	Leo
Correa/AP	NP	<unknown>
)	)	)
<p>
The	DT	the
war	NN	war
began	VBD	begin
when	WRB	when
Hamas-led	JJ	<unknown>
militants	NNS	militant
attacked	VBD	attack
southern	JJ	southern
Israel	NP	Israel
on	IN	on
October	NP	October
7	CD	@card@
2023	CD	@card@
,	,	,
killing	VBG	kill
around	IN	around
1,200	CD	@card@
people	NNS	people
,	,	,
mostly	RB	mostly
civilians	NNS	civilian
,	,	,
and	CC	and
taking	VBG	take
251	CD	@card@
hostages	NNS	hostage
,	,	,
most	JJS	most
of	IN	of
whom	WP	whom
have	VBP	have
since	RB	since
been	VBN	be
released	VBN	release
in	IN	in
ceasefire	NN	ceasefire
agreements	NNS	agreement
and	CC	and
other	JJ	other
deals	NNS	deal
.	SENT	.
<p>
Israel	NP	Israel
rescued	VBD	rescue
eight	CD	eight
living	NN	living
hostages	NNS	hostage
and	CC	and
has	VBZ	have
recovered	VBN	recover
dozens	NNS	dozen
of	IN	of
bodies	NNS	body
.	SENT	.
<p>
Israel	NP	Israel
'	POS	'
s	NN	S
offensive	NN	offensive
has	VBZ	have
killed	VBN	kill
more	JJR	more
than	IN	than
50,000	CD	@card@
Palestinians	NNS	Palestinian
,	,	,
according	VBG	accord
to	TO	to
Gaza	NP	Gaza
'	POS	'
s	NN	S
Health	NP	Health
Ministry	NP	Ministry
,	,	,
which	WDT	which
does	VBZ	do
not	RB	not
say	VB	say
whether	IN	whether
those	DT	those
killed	VBN	kill
are	NN	are
civilians	NNS	civilian
or	CC	or
combatants	NNS	combatant
.	SENT	.
<p>
Israel	NP	Israel
says	VBZ	say
it	PP	it
has	VBZ	have
killed	VBN	kill
around	IN	around
20,000	CD	@card@
militants	NNS	militant
,	,	,
without	IN	without
providing	VBG	provide
evidence	NN	evidence
.	SENT	.
<p>
The	DT	the
war	NN	war
has	VBZ	have
left	VBN	leave
vast	JJ	vast
areas	NNS	area
of	IN	of
Gaza	NP	Gaza
in	IN	in
ruins	NNS	ruin
and	CC	and
at	IN	at
its	PP$	its
height	NN	height
displaced	VBN	displace
around	IN	around
90	CD	@card@
%	NN	%
of	IN	of
the	DT	the
population	NN	population
.	SENT	.
