<h>
Some	DT	some
terrorists	NNS	terrorist
should	MD	should
not	RB	not
be	VB	be
allowed	VBN	allow
to	TO	to
return	VB	return
,	,	,
but	CC	but
in	IN	in
July	NP	July
it	PP	it
said	VBD	say
that	IN	that
there	EX	there
would	MD	would
need	VB	need
to	TO	to
be	VB	be
a	DT	a
screening	NN	screening
process	NN	process
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
NYT.Murderer	NP	<unknown>
,	,	,
barbaric	JJ	barbaric
,	,	,
insane	JJ	insane
,	,	,
and	CC	and
a	DT	a
son	NN	son
of	IN	of
death	NN	death
-	NN	<unknown>
all	DT	all
true	JJ	true
,	,	,
but	CC	but
one	CD	one
thing	NN	thing
is	VBZ	be
certain	JJ	certain
:	:	:
Yahya	NP	Yahya
Sinwar	NP	<unknown>
is	VBZ	be
not	RB	not
stupid	JJ	stupid
.	SENT	.
(	(	(
credit	VB	credit
:	:	:
image	NN	image
processing	NN	processing
)	)	)
<p>
The	DT	the
PMO	NP	PMO
said	VBD	say
,	,	,
"	``	"
The	DT	the
July	NP	July
27th	JJ	27th
draft	NN	draft
document	NN	document
refers	VBZ	refer
to	TO	to
the	DT	the
need	NN	need
to	TO	to
establish	VB	establish
an	DT	an
agreed	VBN	agree
verification	NN	verification
mechanism	NN	mechanism
in	IN	in
order	NN	order
to	TO	to
ensure	VB	ensure
that	IN	that
only	JJ	only
unarmed	JJ	unarmed
civilians	NNS	civilian
return	NN	return
to	TO	to
the	DT	the
northern	JJ	northern
Gaza	NP	Gaza
Strip	NP	Strip
(	(	(
a	DT	a
proposal	NN	proposal
put	VBD	put
forward	RB	forward
by	IN	by
the	DT	the
United	NP	United
States	NPS	States
)	)	)
-	NN	<unknown>
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
proposal	NN	proposal
in	IN	in
the	DT	the
May	NP	May
27th	JJ	27th
outline	NN	outline
.	SENT	.
"	''	"
<h>
PMO	NP	PMO
counters	VBZ	counter
claims	NNS	claim
about	IN	about
hostage	NN	hostage
negotiations	NNS	negotiation
<p>
The	DT	the
Prime	NP	Prime
Minister	NP	Minister
'	POS	'
s	NN	S
Office	NN	office
secondly	RB	secondly
rejected	VBD	reject
the	DT	the
claim	NN	claim
that	IN	that
it	PP	it
was	VBD	be
adding	VBG	add
in	IN	in
new	JJ	new
conditions	NNS	condition
regarding	VBG	regard
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
in	IN	in
the	DT	the
first	JJ	first
phase	NN	phase
of	IN	of
the	DT	the
deal	NN	deal
.	SENT	.
Israeli	JJ	Israeli
officials	NNS	official
have	VBP	have
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
of	IN	of
live	JJ	live
hostages	NNS	hostage
returned	VBN	return
during	IN	during
that	DT	that
phase	NN	phase
,	,	,
in	IN	in
which	WDT	which
humanitarian	JJ	humanitarian
captives	NNS	captive
are	VBP	be
set	VBN	set
to	TO	to
be	VB	be
released	VBN	release
.	SENT	.
These	DT	these
are	VBP	be
all	DT	all
women	NNS	woman
,	,	,
elderly	JJ	elderly
,	,	,
and	CC	and
ill	JJ	ill
hostages	NNS	hostage
.	SENT	.
<p>
"	''	"
In	IN	in
the	DT	the
July	NP	July
27	CD	@card@
draft	NN	draft
,	,	,
it	PP	it
was	VBD	be
stated	VBN	state
that	IN	that
all	DT	all
living	VBG	live
hostages	NNS	hostage
in	IN	in
the	DT	the
relevant	JJ	relevant
category	NN	category
should	MD	should
be	VB	be
released	VBN	release
,	,	,
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
May	NP	May
27	CD	@card@
outline	NN	outline
,	,	,
which	WDT	which
stated	VBD	state
that	IN	that
a	DT	a
certain	JJ	certain
number	NN	number
of	IN	of
abductees	NNS	<unknown>
-	NN	<unknown>
alive	JJ	alive
or	CC	or
dead	JJ	dead
-	NN	<unknown>
would	MD	would
be	VB	be
released	VBN	release
,	,	,
"	''	"
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
'	POS	'
s	NN	S
Office	NN	office
stated	VBD	state
.	SENT	.
<p>
It	PP	it
also	RB	also
focused	VBD	focus
on	IN	on
the	DT	the
demand	NN	demand
that	IN	that
Palestinian	JJ	Palestinian
terrorists	NNS	terrorist
freed	VBN	free
from	IN	from
Israeli	JJ	Israeli
jails	NNS	jail
as	IN	as
part	NN	part
of	IN	of
the	DT	the
deal	NN	deal
would	MD	would
be	VB	be
exiled	VBN	exile
from	IN	from
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
Gaza	NP	Gaza
and	CC	and
that	IN	that
Israel	NP	Israel
would	MD	would
have	VB	have
veto	NN	veto
power	NN	power
over	IN	over
some	DT	some
of	IN	of
the	DT	the
names	NNS	name
on	IN	on
the	DT	the
list	NN	list
.	SENT	.
<p>
"	''	"
In	IN	in
the	DT	the
July	NP	July
27	CD	@card@
draft	NN	draft
,	,	,
no	DT	no
new	JJ	new
conditions	NNS	condition
were	VBD	be
specified	VBN	specify
.	SENT	.
On	IN	on
the	DT	the
contrary	JJ	contrary
-	NN	<unknown>
in	IN	in
the	DT	the
May	NP	May
27	CD	@card@
outline	NN	outline
it	PP	it
was	VBD	be
stated	VBN	state
that	IN	that
Israel	NP	Israel
would	MD	would
have	VB	have
the	DT	the
right	NN	right
of	IN	of
veto	NN	veto
over	IN	over
a	DT	a
certain	JJ	certain
number	NN	number
of	IN	of
released	VBN	release
terrorists	NNS	terrorist
and	CC	and
that	IN	that
Israel	NP	Israel
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
deport	VB	deport
at	IN	at
least	JJS	least
a	DT	a
certain	JJ	certain
number	NN	number
of	IN	of
terrorists	NNS	terrorist
,	,	,
"	''	"
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
includes	VBZ	include
essential	JJ	essential
clarifications	NNS	clarification
for	IN	for
the	DT	the
purpose	NN	purpose
of	IN	of
implementing	VBG	implement
what	WP	what
is	VBZ	be
written	VBN	write
in	IN	in
the	DT	the
May	NP	May
27	CD	@card@
outline	NN	outline
,	,	,
"	''	"
it	PP	it
stated	VBD	state
.	SENT	.
